Year,Typhoon Number,Typhoon Name,Cyclogenesis Start,Cyclogenesis End,Typhoon Start,Typhoon End,Cyclolysis Start,Cyclolysis End
1968,196805,NADINE,1968-07-20 00:00:00,1968-07-22 06:00:00,1968-07-22 12:00:00,1968-07-28 06:00:00,1968-07-28 12:00:00,1968-07-28 18:00:00
1968,196806,OLIVE,1968-07-21 00:00:00,1968-07-25 00:00:00,1968-07-25 06:00:00,1968-07-26 00:00:00,1968-07-26 06:00:00,1968-07-28 00:00:00
1968,196807,POLLY,1968-08-03 12:00:00,1968-08-07 00:00:00,1968-08-07 06:00:00,1968-08-17 12:00:00,1968-08-17 18:00:00,1968-08-18 00:00:00
1968,196808,ROSE,1968-08-05 00:00:00,1968-08-10 00:00:00,1968-08-10 06:00:00,1968-08-14 06:00:00,1968-08-14 12:00:00,1968-08-15 00:00:00
1968,196809,SHIRLEY,1968-08-14 06:00:00,1968-08-18 00:00:00,1968-08-18 06:00:00,1968-08-22 06:00:00,1968-08-22 12:00:00,1968-08-24 00:00:00
1968,196810,TRIX,1968-08-22 00:00:00,1968-08-24 00:00:00,1968-08-24 06:00:00,1968-08-29 12:00:00,1968-08-29 18:00:00,1968-09-02 06:00:00
1968,196811,VIRGINIA,1968-08-24 00:00:00,1968-08-25 00:00:00,1968-08-25 06:00:00,1968-08-26 06:00:00,,
1968,196812,WENDY,1968-08-27 00:00:00,1968-08-27 18:00:00,1968-08-28 00:00:00,1968-09-09 06:00:00,1968-09-09 12:00:00,1968-09-10 06:00:00
1968,196813,AGNES,1968-08-27 06:00:00,1968-08-30 00:00:00,1968-08-30 06:00:00,1968-09-10 06:00:00,1968-09-10 12:00:00,1968-09-11 18:00:00
1968,196814,BESS,1968-08-31 00:00:00,1968-08-31 12:00:00,1968-08-31 18:00:00,1968-09-06 06:00:00,1968-09-06 12:00:00,1968-09-10 00:00:00
1968,196815,CARMEN,1968-09-15 00:00:00,1968-09-16 06:00:00,1968-09-16 12:00:00,1968-09-24 06:00:00,1968-09-24 12:00:00,1968-09-25 12:00:00
1968,196816,DELLA,1968-09-11 18:00:00,1968-09-17 00:00:00,1968-09-17 06:00:00,1968-09-25 06:00:00,1968-09-25 12:00:00,1968-09-27 12:00:00
1968,196817,ELAINE,1968-09-22 06:00:00,1968-09-25 00:00:00,1968-09-25 06:00:00,1968-10-01 12:00:00,1968-10-01 18:00:00,1968-10-03 18:00:00
1968,196818,FAYE,1968-09-30 12:00:00,1968-10-02 18:00:00,1968-10-03 00:00:00,1968-10-10 06:00:00,1968-10-10 12:00:00,1968-10-12 06:00:00
1968,196819,GLORIA,1968-10-12 06:00:00,1968-10-17 00:00:00,1968-10-17 06:00:00,1968-10-24 18:00:00,1968-10-25 00:00:00,1968-10-25 00:00:00
1968,196820,HESTER,1968-10-15 18:00:00,1968-10-18 00:00:00,1968-10-18 06:00:00,1968-10-20 06:00:00,1968-10-20 12:00:00,1968-10-21 00:00:00
1968,196821,IRMA,1968-10-18 00:00:00,1968-10-22 00:00:00,1968-10-22 06:00:00,1968-10-25 12:00:00,1968-10-25 18:00:00,1968-10-27 00:00:00
1968,196822,JUDY,1968-10-21 00:00:00,1968-10-24 12:00:00,1968-10-24 18:00:00,1968-11-02 00:00:00,1968-11-02 06:00:00,1968-11-04 12:00:00
1968,196823,KIT,1968-10-26 00:00:00,1968-11-01 00:00:00,1968-11-01 06:00:00,1968-11-05 12:00:00,1968-11-05 18:00:00,1968-11-06 06:00:00
1968,196824,LOLA,1968-11-05 12:00:00,1968-11-08 06:00:00,1968-11-08 12:00:00,1968-11-13 00:00:00,1968-11-13 06:00:00,1968-11-14 06:00:00
1968,196825,MAMIE,1968-11-09 06:00:00,1968-11-17 00:00:00,1968-11-17 06:00:00,1968-11-24 00:00:00,1968-11-24 06:00:00,1968-11-25 00:00:00
1968,196826,NINA,1968-11-15 06:00:00,1968-11-20 06:00:00,1968-11-20 12:00:00,1968-11-27 18:00:00,1968-11-28 00:00:00,1968-11-29 00:00:00
1968,196827,ORA,1968-11-19 12:00:00,1968-11-22 06:00:00,1968-11-22 12:00:00,1968-11-30 00:00:00,1968-11-30 06:00:00,1968-11-30 18:00:00
1969,196901,PHYLLIS,1969-01-16 06:00:00,1969-01-16 12:00:00,1969-01-16 18:00:00,1969-01-22 12:00:00,1969-01-22 18:00:00,1969-01-24 18:00:00
1969,196902,RITA,1969-03-06 18:00:00,1969-03-08 00:00:00,1969-03-08 06:00:00,1969-03-09 12:00:00,1969-03-09 18:00:00,1969-03-09 18:00:00
1969,196903,SUSAN,1969-04-15 06:00:00,1969-04-20 00:00:00,1969-04-20 06:00:00,1969-04-25 06:00:00,1969-04-25 12:00:00,1969-04-26 18:00:00
1969,196904,TESS,1969-07-06 00:00:00,1969-07-09 06:00:00,1969-07-09 12:00:00,1969-07-11 12:00:00,1969-07-11 18:00:00,1969-07-12 00:00:00
1969,196905,VIOLA,1969-07-20 12:00:00,1969-07-22 12:00:00,1969-07-22 18:00:00,1969-07-29 18:00:00,1969-07-30 00:00:00,1969-07-31 00:00:00
1969,196906,WINNIE,1969-07-26 12:00:00,1969-07-30 00:00:00,1969-07-30 06:00:00,1969-07-31 12:00:00,1969-07-31 18:00:00,1969-08-02 12:00:00
1969,196907,ALICE,1969-08-01 00:00:00,1969-08-02 12:00:00,1969-08-02 18:00:00,1969-08-05 00:00:00,1969-08-05 06:00:00,1969-08-07 06:00:00
1969,196908,BETTY,1969-08-04 00:00:00,1969-08-05 06:00:00,1969-08-05 12:00:00,1969-08-09 00:00:00,1969-08-09 06:00:00,1969-08-11 06:00:00
1969,196909,CORA,1969-08-12 18:00:00,1969-08-15 18:00:00,1969-08-16 00:00:00,1969-08-23 12:00:00,1969-08-23 18:00:00,1969-08-25 18:00:00
1969,196910,DORIS,1969-08-29 00:00:00,1969-08-31 06:00:00,1969-08-31 12:00:00,1969-09-02 06:00:00,1969-09-02 12:00:00,1969-09-03 18:00:00
1969,196911,ELSIE,1969-09-16 00:00:00,1969-09-20 06:00:00,1969-09-20 12:00:00,1969-09-27 18:00:00,1969-09-28 00:00:00,1969-10-04 06:00:00
1969,196912,FLOSSIE,1969-09-27 00:00:00,1969-09-30 00:00:00,1969-09-30 06:00:00,1969-10-09 18:00:00,,
1969,196913,GRACE,1969-09-28 00:00:00,1969-09-29 18:00:00,1969-09-30 00:00:00,1969-10-08 00:00:00,,
1969,196914,HELEN,1969-10-05 12:00:00,1969-10-09 06:00:00,1969-10-09 12:00:00,1969-10-13 18:00:00,1969-10-14 00:00:00,1969-10-14 06:00:00
1969,196915,IDA,1969-10-14 00:00:00,1969-10-16 12:00:00,1969-10-16 18:00:00,1969-10-24 18:00:00,1969-10-25 00:00:00,1969-10-25 00:00:00
1969,196916,JUNE,1969-10-26 00:00:00,1969-10-30 00:00:00,1969-10-30 06:00:00,1969-11-05 18:00:00,1969-11-06 00:00:00,1969-11-07 00:00:00
1969,196917,KATHY,1969-11-02 18:00:00,1969-11-03 18:00:00,1969-11-04 00:00:00,1969-11-09 18:00:00,1969-11-10 00:00:00,1969-11-13 00:00:00
1969,196918,LORNA,1969-11-23 12:00:00,1969-11-25 12:00:00,1969-11-25 18:00:00,1969-11-30 06:00:00,1969-11-30 12:00:00,1969-11-30 12:00:00
1969,196919,MARIE,1969-12-18 00:00:00,1969-12-20 00:00:00,1969-12-20 06:00:00,1969-12-21 06:00:00,1969-12-21 12:00:00,1969-12-21 18:00:00
1970,197001,NANCY,1970-02-19 00:00:00,1970-02-20 00:00:00,1970-02-20 06:00:00,1970-02-27 12:00:00,1970-02-27 18:00:00,1970-02-28 00:00:00
1970,197002,OLGA,1970-06-27 18:00:00,1970-06-29 06:00:00,1970-06-29 12:00:00,1970-07-06 00:00:00,1970-07-06 06:00:00,1970-07-07 06:00:00
1970,197003,PAMELA,1970-06-28 00:00:00,1970-06-29 06:00:00,1970-06-29 12:00:00,1970-06-30 12:00:00,1970-06-30 18:00:00,1970-07-01 18:00:00
1970,197004,RUBY,1970-07-11 12:00:00,1970-07-13 00:00:00,1970-07-13 06:00:00,1970-07-16 12:00:00,1970-07-16 18:00:00,1970-07-22 18:00:00
1970,197005,SALLY,1970-07-19 06:00:00,1970-07-21 06:00:00,1970-07-21 12:00:00,1970-07-23 00:00:00,1970-07-23 06:00:00,1970-07-24 06:00:00
1970,197006,NO-NAME,1970-07-28 00:00:00,1970-07-30 00:00:00,1970-07-30 06:00:00,1970-07-30 12:00:00,1970-07-30 18:00:00,1970-08-01 18:00:00
1970,197007,THERESE,1970-08-01 00:00:00,1970-08-01 18:00:00,1970-08-02 00:00:00,1970-08-04 00:00:00,1970-08-04 06:00:00,1970-08-04 18:00:00
1970,197008,VIOLET,1970-08-03 06:00:00,1970-08-06 06:00:00,1970-08-06 12:00:00,1970-08-08 12:00:00,1970-08-08 18:00:00,1970-08-09 12:00:00
1970,197009,WILDA,1970-08-09 00:00:00,1970-08-09 06:00:00,1970-08-09 12:00:00,1970-08-16 00:00:00,1970-08-16 06:00:00,1970-08-19 06:00:00
1970,197010,ANITA,1970-08-15 00:00:00,1970-08-16 06:00:00,1970-08-16 12:00:00,1970-08-22 18:00:00,1970-08-23 00:00:00,1970-08-24 06:00:00
1970,197011,BILLIE,1970-08-21 00:00:00,1970-08-24 06:00:00,1970-08-24 12:00:00,1970-08-31 18:00:00,1970-09-01 00:00:00,1970-09-01 00:00:00
1970,197012,CLARA,1970-08-25 00:00:00,1970-08-26 12:00:00,1970-08-26 18:00:00,1970-09-04 18:00:00,,
1970,197013,DOT,1970-09-02 06:00:00,1970-09-02 12:00:00,1970-09-02 18:00:00,1970-09-02 18:00:00,,
1970,197014,ELLEN,1970-09-03 06:00:00,1970-09-04 12:00:00,1970-09-04 18:00:00,1970-09-06 06:00:00,,
1970,197015,FRAN,1970-09-03 00:00:00,1970-09-04 12:00:00,1970-09-04 18:00:00,1970-09-08 00:00:00,1970-09-08 06:00:00,1970-09-11 06:00:00
1970,197016,GEORGIA,1970-09-07 18:00:00,1970-09-08 06:00:00,1970-09-08 12:00:00,1970-09-14 18:00:00,1970-09-15 00:00:00,1970-09-16 00:00:00
1970,197017,HOPE,1970-09-19 06:00:00,1970-09-20 06:00:00,1970-09-20 12:00:00,1970-09-29 12:00:00,1970-09-29 18:00:00,1970-09-30 12:00:00
1970,197018,IRIS,1970-10-02 00:00:00,1970-10-04 00:00:00,1970-10-04 06:00:00,1970-10-08 06:00:00,1970-10-08 12:00:00,1970-10-08 18:00:00
1970,197019,JOAN,1970-10-09 00:00:00,1970-10-10 00:00:00,1970-10-10 06:00:00,1970-10-18 00:00:00,1970-10-18 06:00:00,1970-10-18 12:00:00
1970,197020,KATE,1970-10-14 06:00:00,1970-10-15 06:00:00,1970-10-15 12:00:00,1970-10-25 12:00:00,1970-10-25 18:00:00,1970-10-26 00:00:00
1970,197021,LOUISE,1970-10-23 06:00:00,1970-10-27 06:00:00,1970-10-27 12:00:00,1970-10-29 00:00:00,1970-10-29 06:00:00,1970-10-30 00:00:00
1970,197022,MARGE,1970-10-27 00:00:00,1970-10-30 06:00:00,1970-10-30 12:00:00,1970-11-06 12:00:00,1970-11-06 18:00:00,1970-11-08 00:00:00
1970,197023,NORA,1970-11-01 00:00:00,1970-11-02 06:00:00,1970-11-02 12:00:00,1970-11-03 06:00:00,1970-11-03 12:00:00,1970-11-04 06:00:00
1970,197024,OPAL,1970-11-11 00:00:00,1970-11-14 06:00:00,1970-11-14 12:00:00,1970-11-17 06:00:00,1970-11-17 12:00:00,1970-11-17 12:00:00
1970,197025,PATSY,1970-11-14 00:00:00,1970-11-14 06:00:00,1970-11-14 12:00:00,1970-11-22 06:00:00,,
1970,197026,RUTH,1970-11-26 00:00:00,1970-11-27 06:00:00,1970-11-27 12:00:00,1970-11-28 00:00:00,1970-11-28 06:00:00,1970-11-29 18:00:00
1971,197101,SARAH,1971-01-08 00:00:00,1971-01-09 18:00:00,1971-01-10 00:00:00,1971-01-12 00:00:00,1971-01-12 06:00:00,1971-01-15 00:00:00
1971,197102,THELMA,1971-03-16 00:00:00,1971-03-18 06:00:00,1971-03-18 12:00:00,1971-03-21 06:00:00,1971-03-21 12:00:00,1971-03-24 12:00:00
1971,197103,VERA,1971-04-06 06:00:00,1971-04-12 00:00:00,1971-04-12 06:00:00,1971-04-19 06:00:00,1971-04-19 12:00:00,1971-04-22 06:00:00
1971,197104,WANDA,1971-04-22 00:00:00,1971-04-23 06:00:00,1971-04-23 12:00:00,1971-05-03 12:00:00,1971-05-03 18:00:00,1971-05-05 00:00:00
1971,197105,AMY,1971-04-27 18:00:00,1971-04-30 00:00:00,1971-04-30 06:00:00,1971-05-07 18:00:00,,
1971,197106,BABE,1971-05-02 06:00:00,1971-05-03 12:00:00,1971-05-03 18:00:00,1971-05-07 00:00:00,1971-05-07 06:00:00,1971-05-09 18:00:00
1971,197107,CARLA,1971-05-17 00:00:00,1971-05-19 06:00:00,1971-05-19 12:00:00,1971-05-22 12:00:00,1971-05-22 18:00:00,1971-05-24 06:00:00
1971,197108,DINAH,1971-05-23 06:00:00,1971-05-25 06:00:00,1971-05-25 12:00:00,1971-05-30 12:00:00,1971-05-30 18:00:00,1971-05-31 00:00:00
1971,197109,EMMA,1971-05-27 06:00:00,1971-05-28 12:00:00,1971-05-28 18:00:00,1971-05-29 12:00:00,1971-05-29 18:00:00,1971-06-03 00:00:00
1971,197110,FREDA,1971-06-09 00:00:00,1971-06-14 12:00:00,1971-06-14 18:00:00,1971-06-18 06:00:00,1971-06-18 12:00:00,1971-06-19 12:00:00
1971,197111,GILDA,1971-06-22 00:00:00,1971-06-24 12:00:00,1971-06-24 18:00:00,1971-06-28 18:00:00,1971-06-29 00:00:00,1971-06-29 00:00:00
1971,197112,HARRIET,1971-06-30 00:00:00,1971-07-02 06:00:00,1971-07-02 12:00:00,1971-07-07 18:00:00,1971-07-08 00:00:00,1971-07-08 00:00:00
1971,197113,IVY,1971-07-04 00:00:00,1971-07-05 00:00:00,1971-07-05 06:00:00,1971-07-08 18:00:00,1971-07-09 00:00:00,1971-07-10 18:00:00
1971,197114,JEAN,1971-07-08 18:00:00,1971-07-10 00:00:00,1971-07-10 06:00:00,1971-07-18 18:00:00,1971-07-19 00:00:00,1971-07-19 00:00:00
1971,197115,KIM,1971-07-08 06:00:00,1971-07-11 00:00:00,1971-07-11 06:00:00,1971-07-14 00:00:00,1971-07-14 06:00:00,1971-07-14 18:00:00
1971,197116,LUCY,1971-07-13 06:00:00,1971-07-16 06:00:00,1971-07-16 12:00:00,1971-07-22 18:00:00,1971-07-23 00:00:00,1971-07-24 06:00:00
1971,197117,MARY,1971-07-16 00:00:00,1971-07-17 00:00:00,1971-07-17 06:00:00,1971-07-21 12:00:00,1971-07-21 18:00:00,1971-07-22 00:00:00
1971,197118,NADINE,1971-07-19 00:00:00,1971-07-21 06:00:00,1971-07-21 12:00:00,1971-07-27 00:00:00,1971-07-27 06:00:00,1971-07-27 12:00:00
1971,197119,OLIVE,1971-07-24 18:00:00,1971-07-30 12:00:00,1971-07-30 18:00:00,1971-08-07 06:00:00,1971-08-07 12:00:00,1971-08-08 06:00:00
1971,197120,POLLY,1971-08-03 12:00:00,1971-08-08 00:00:00,1971-08-08 06:00:00,1971-08-11 12:00:00,1971-08-11 18:00:00,1971-08-13 00:00:00
1971,197121,ROSE,1971-08-06 06:00:00,1971-08-10 06:00:00,1971-08-10 12:00:00,1971-08-17 06:00:00,1971-08-17 12:00:00,1971-08-17 18:00:00
1971,197122,SHIRLEY,1971-08-10 18:00:00,1971-08-12 12:00:00,1971-08-12 18:00:00,1971-08-17 18:00:00,1971-08-18 00:00:00,1971-08-19 00:00:00
1971,197123,TRIX,1971-08-19 00:00:00,1971-08-21 00:00:00,1971-08-21 06:00:00,1971-09-01 12:00:00,1971-09-01 18:00:00,1971-09-05 06:00:00
1971,197124,NO-NAME,1971-08-23 00:00:00,1971-08-26 06:00:00,1971-08-26 12:00:00,1971-08-29 06:00:00,1971-08-29 12:00:00,1971-08-30 00:00:00
1971,197125,VIRGINIA,1971-09-01 00:00:00,1971-09-02 00:00:00,1971-09-02 06:00:00,1971-09-09 00:00:00,1971-09-09 06:00:00,1971-09-10 06:00:00
1971,197126,WENDY,1971-09-04 00:00:00,1971-09-05 00:00:00,1971-09-05 06:00:00,1971-09-13 18:00:00,1971-09-14 00:00:00,1971-09-15 12:00:00
1971,197127,AGNES,1971-09-10 06:00:00,1971-09-16 18:00:00,1971-09-17 00:00:00,1971-09-19 12:00:00,,
1971,197128,BESS,1971-09-16 12:00:00,1971-09-17 06:00:00,1971-09-17 12:00:00,1971-09-23 12:00:00,1971-09-23 18:00:00,1971-09-26 00:00:00
1971,197129,CARMEN,1971-09-22 12:00:00,1971-09-25 18:00:00,1971-09-26 00:00:00,1971-09-26 18:00:00,1971-09-27 00:00:00,1971-09-29 12:00:00
1971,197130,DELLA,1971-09-24 06:00:00,1971-09-27 00:00:00,1971-09-27 06:00:00,1971-09-30 18:00:00,1971-10-01 00:00:00,1971-10-01 12:00:00
1971,197131,ELAINE,1971-10-01 00:00:00,1971-10-03 12:00:00,1971-10-03 18:00:00,1971-10-09 18:00:00,,
1971,197132,FAYE,1971-10-04 06:00:00,1971-10-04 18:00:00,1971-10-05 00:00:00,1971-10-15 06:00:00,1971-10-15 12:00:00,1971-10-16 00:00:00
1971,197133,NO-NAME,1971-10-11 00:00:00,1971-10-12 06:00:00,1971-10-12 12:00:00,1971-10-14 06:00:00,1971-10-14 12:00:00,1971-10-17 06:00:00
1971,197134,HESTER,1971-10-18 00:00:00,1971-10-20 00:00:00,1971-10-20 06:00:00,1971-10-24 00:00:00,1971-10-24 06:00:00,1971-10-24 06:00:00
1971,197135,IRMA,1971-11-07 12:00:00,1971-11-08 06:00:00,1971-11-08 12:00:00,1971-11-16 12:00:00,1971-11-16 18:00:00,1971-11-17 12:00:00
1971,197136,JUDY,1971-11-15 00:00:00,1971-11-15 12:00:00,1971-11-15 18:00:00,1971-11-16 06:00:00,1971-11-16 12:00:00,1971-11-19 00:00:00
1972,197201,KIT,1972-01-04 00:00:00,1972-01-06 00:00:00,1972-01-06 06:00:00,1972-01-09 00:00:00,1972-01-09 06:00:00,1972-01-11 00:00:00
1972,197202,LOLA,1972-05-27 06:00:00,1972-05-30 06:00:00,1972-05-30 12:00:00,1972-06-08 00:00:00,,
1972,197203,MAMIE,1972-06-01 06:00:00,1972-06-02 06:00:00,1972-06-02 12:00:00,1972-06-03 06:00:00,1972-06-03 12:00:00,1972-06-07 00:00:00
1972,197204,NINA,1972-06-01 00:00:00,1972-06-04 00:00:00,1972-06-04 06:00:00,1972-06-04 12:00:00,1972-06-04 18:00:00,1972-06-07 00:00:00
1972,197205,ORA,1972-06-22 00:00:00,1972-06-23 18:00:00,1972-06-24 00:00:00,1972-06-27 18:00:00,,
1972,197206,PHYLLIS,1972-07-04 18:00:00,1972-07-07 00:00:00,1972-07-07 06:00:00,1972-07-15 12:00:00,,
1972,197207,RITA,1972-07-05 12:00:00,1972-07-07 12:00:00,1972-07-07 18:00:00,1972-07-26 12:00:00,1972-07-26 18:00:00,1972-07-27 12:00:00
1972,197208,SUSAN,1972-07-05 18:00:00,1972-07-08 00:00:00,1972-07-08 06:00:00,1972-07-14 06:00:00,1972-07-14 12:00:00,1972-07-16 18:00:00
1972,197209,TESS,1972-07-07 12:00:00,1972-07-08 18:00:00,1972-07-09 00:00:00,1972-07-24 06:00:00,1972-07-24 12:00:00,1972-07-25 06:00:00
1972,197210,VIOLA,1972-07-19 18:00:00,1972-07-24 18:00:00,1972-07-25 00:00:00,1972-07-27 18:00:00,1972-07-28 00:00:00,1972-07-28 12:00:00
1972,197211,NO-NAME,1972-07-25 06:00:00,1972-07-27 06:00:00,1972-07-27 12:00:00,1972-07-28 00:00:00,1972-07-28 06:00:00,1972-07-30 12:00:00
1972,197212,WINNIE,1972-07-29 00:00:00,1972-07-31 18:00:00,1972-08-01 00:00:00,1972-08-02 00:00:00,1972-08-02 06:00:00,1972-08-04 00:00:00
1972,197213,ALICE,1972-07-28 00:00:00,1972-08-01 06:00:00,1972-08-01 12:00:00,1972-08-09 18:00:00,1972-08-10 00:00:00,1972-08-12 06:00:00
1972,197214,BETTY,1972-08-08 00:00:00,1972-08-09 12:00:00,1972-08-09 18:00:00,1972-08-18 18:00:00,1972-08-19 00:00:00,1972-08-19 06:00:00
1972,197215,CORA,1972-08-24 00:00:00,1972-08-25 12:00:00,1972-08-25 18:00:00,1972-08-29 00:00:00,1972-08-29 06:00:00,1972-08-29 18:00:00
1972,197216,DORIS,1972-08-25 06:00:00,1972-08-26 00:00:00,1972-08-26 06:00:00,1972-08-29 06:00:00,1972-08-29 12:00:00,1972-09-01 12:00:00
1972,197217,ELSIE,1972-08-31 06:00:00,1972-08-31 18:00:00,1972-09-01 00:00:00,1972-09-04 12:00:00,1972-09-04 18:00:00,1972-09-07 00:00:00
1972,197218,FLOSSIE,1972-09-07 06:00:00,1972-09-12 06:00:00,1972-09-12 12:00:00,1972-09-16 06:00:00,1972-09-16 12:00:00,1972-09-18 00:00:00
1972,197219,GRACE,1972-09-11 06:00:00,1972-09-12 06:00:00,1972-09-12 12:00:00,1972-09-14 06:00:00,1972-09-14 12:00:00,1972-09-14 18:00:00
1972,197220,HELEN,1972-09-10 06:00:00,1972-09-13 06:00:00,1972-09-13 12:00:00,1972-09-19 00:00:00,1972-09-19 06:00:00,1972-09-21 00:00:00
1972,197221,IDA,1972-09-16 18:00:00,1972-09-17 06:00:00,1972-09-17 12:00:00,1972-09-26 00:00:00,1972-09-26 06:00:00,1972-09-27 12:00:00
1972,197222,KATHY,1972-09-27 18:00:00,1972-10-01 00:00:00,1972-10-01 06:00:00,1972-10-06 18:00:00,1972-10-07 00:00:00,1972-10-09 00:00:00
1972,197223,LORNA,1972-09-27 06:00:00,1972-10-01 06:00:00,1972-10-01 12:00:00,1972-10-03 06:00:00,1972-10-03 12:00:00,1972-10-03 12:00:00
1972,197224,MARIE,1972-10-05 06:00:00,1972-10-05 06:00:00,1972-10-05 12:00:00,1972-10-12 18:00:00,1972-10-13 00:00:00,1972-10-16 06:00:00
1972,197225,NANCY,1972-10-16 00:00:00,1972-10-16 12:00:00,1972-10-16 18:00:00,1972-10-23 00:00:00,1972-10-23 06:00:00,1972-10-26 00:00:00
1972,197226,OLGA,1972-10-21 06:00:00,1972-10-21 18:00:00,1972-10-22 00:00:00,1972-10-30 00:00:00,1972-10-30 06:00:00,1972-10-31 06:00:00
1972,197227,PAMELA,1972-11-02 00:00:00,1972-11-04 06:00:00,1972-11-04 12:00:00,1972-11-09 00:00:00,1972-11-09 06:00:00,1972-11-09 12:00:00
1972,197228,RUBY,1972-11-14 06:00:00,1972-11-14 06:00:00,1972-11-14 12:00:00,1972-11-20 00:00:00,1972-11-20 06:00:00,1972-11-21 18:00:00
1972,197229,SALLY,1972-11-30 00:00:00,1972-11-30 12:00:00,1972-11-30 18:00:00,1972-12-04 12:00:00,1972-12-04 18:00:00,1972-12-04 18:00:00
1972,197230,THERESE,1972-12-01 00:00:00,1972-12-01 12:00:00,1972-12-01 18:00:00,1972-12-10 12:00:00,1972-12-10 18:00:00,1972-12-11 06:00:00
1972,197231,VIOLET,1972-12-12 00:00:00,1972-12-13 06:00:00,1972-12-13 12:00:00,1972-12-15 18:00:00,1972-12-16 00:00:00,1972-12-21 12:00:00
1973,197301,WILDA,1973-06-28 12:00:00,1973-07-01 18:00:00,1973-07-02 00:00:00,1973-07-04 00:00:00,1973-07-04 06:00:00,1973-07-06 00:00:00
1973,197302,ANITA,1973-07-04 18:00:00,1973-07-06 06:00:00,1973-07-06 12:00:00,1973-07-09 00:00:00,1973-07-09 06:00:00,1973-07-09 18:00:00
1973,197303,BILLIE,1973-07-11 06:00:00,1973-07-13 06:00:00,1973-07-13 12:00:00,1973-07-20 00:00:00,,
1973,197304,CLARA,1973-07-12 18:00:00,1973-07-13 06:00:00,1973-07-13 12:00:00,1973-07-16 00:00:00,1973-07-16 06:00:00,1973-07-17 00:00:00
1973,197305,DOT,1973-07-12 00:00:00,1973-07-14 18:00:00,1973-07-15 00:00:00,1973-07-20 06:00:00,1973-07-20 12:00:00,1973-07-21 00:00:00
1973,197306,ELLEN,1973-07-16 00:00:00,1973-07-18 00:00:00,1973-07-18 06:00:00,1973-07-29 00:00:00,,
1973,197307,FRAN,1973-07-23 06:00:00,1973-07-29 06:00:00,1973-07-29 12:00:00,1973-07-30 00:00:00,,
1973,197308,GEORGIA,1973-08-05 06:00:00,1973-08-09 06:00:00,1973-08-09 12:00:00,1973-08-12 18:00:00,1973-08-13 00:00:00,1973-08-15 06:00:00
1973,197309,HOPE,1973-08-08 18:00:00,1973-08-10 00:00:00,1973-08-10 06:00:00,1973-08-12 12:00:00,1973-08-12 18:00:00,1973-08-13 12:00:00
1973,197310,IRIS,1973-08-06 18:00:00,1973-08-10 12:00:00,1973-08-10 18:00:00,1973-08-18 06:00:00,1973-08-18 12:00:00,1973-08-21 00:00:00
1973,197311,JOAN,1973-08-18 00:00:00,1973-08-19 12:00:00,1973-08-19 18:00:00,1973-08-20 06:00:00,1973-08-20 12:00:00,1973-08-22 06:00:00
1973,197312,KATE,1973-08-20 06:00:00,1973-08-24 06:00:00,1973-08-24 12:00:00,1973-08-26 06:00:00,1973-08-26 12:00:00,1973-08-26 12:00:00
1973,197313,LOUISE,1973-08-30 06:00:00,1973-09-03 00:00:00,1973-09-03 06:00:00,1973-09-08 00:00:00,1973-09-08 06:00:00,1973-09-08 06:00:00
1973,197314,MARGE,1973-09-10 00:00:00,1973-09-12 06:00:00,1973-09-12 12:00:00,1973-09-15 06:00:00,1973-09-15 12:00:00,1973-09-15 18:00:00
1973,197315,NORA,1973-10-01 00:00:00,1973-10-02 12:00:00,1973-10-02 18:00:00,1973-10-10 06:00:00,1973-10-10 12:00:00,1973-10-10 12:00:00
1973,197316,OPAL,1973-10-03 18:00:00,1973-10-04 18:00:00,1973-10-05 00:00:00,1973-10-08 18:00:00,,
1973,197317,PATSY,1973-10-05 00:00:00,1973-10-06 00:00:00,1973-10-06 06:00:00,1973-10-12 12:00:00,1973-10-12 18:00:00,1973-10-15 00:00:00
1973,197318,RUTH,1973-10-11 00:00:00,1973-10-11 12:00:00,1973-10-11 18:00:00,1973-10-19 18:00:00,,
1973,197319,SARAH,1973-11-09 12:00:00,1973-11-10 06:00:00,1973-11-10 12:00:00,1973-11-11 00:00:00,1973-11-11 06:00:00,1973-11-12 00:00:00
1973,197320,THELMA,1973-11-13 06:00:00,1973-11-15 00:00:00,1973-11-15 06:00:00,1973-11-16 06:00:00,1973-11-16 12:00:00,1973-11-18 12:00:00
1973,197321,VERA,1973-11-18 06:00:00,1973-11-22 12:00:00,1973-11-22 18:00:00,1973-11-25 18:00:00,1973-11-26 00:00:00,1973-11-26 06:00:00
1974,197401,WANDA,1974-01-08 06:00:00,1974-01-10 00:00:00,1974-01-10 06:00:00,1974-01-13 12:00:00,1974-01-13 18:00:00,1974-01-14 18:00:00
1974,197402,AMY,1974-03-12 18:00:00,1974-03-17 12:00:00,1974-03-17 18:00:00,1974-03-20 00:00:00,1974-03-20 06:00:00,1974-03-21 00:00:00
1974,197403,BABE,1974-04-25 12:00:00,1974-04-29 06:00:00,1974-04-29 12:00:00,1974-05-02 00:00:00,1974-05-02 06:00:00,1974-05-04 00:00:00
1974,197404,CARLA,1974-05-01 00:00:00,1974-05-02 06:00:00,1974-05-02 12:00:00,1974-05-07 12:00:00,1974-05-07 18:00:00,1974-05-08 12:00:00
